latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,brightness,cluster_label
-3.11573,-40.83577,307.73,0.4,0.37,2025-09-06,414,N,VIIRS,60,2.0NRT,292.8,1.54,N,307.73,5
-3.11234,-40.83524,308.14,0.4,0.37,2025-09-06,414,N,VIIRS,60,2.0NRT,293.16,1.63,N,308.14,4
-2.77659,-41.79985,317.64,0.39,0.36,2025-09-06,414,N,VIIRS,60,2.0NRT,294.18,1.31,N,317.64,4
-2.77604,-41.80331,319.98,0.39,0.36,2025-09-06,414,N,VIIRS,60,2.0NRT,294.26,1.31,N,319.98,5
-2.77326,-41.79934,316.06,0.39,0.36,2025-09-06,414,N,VIIRS,60,2.0NRT,294.17,1.31,N,316.06,4
-2.77271,-41.8028,314.63,0.39,0.36,2025-09-06,414,N,VIIRS,60,2.0NRT,294.1,1.31,N,314.63,5
-2.56177,-47.70116,307.45,0.42,0.45,2025-09-06,414,N,VIIRS,60,2.0NRT,292.63,1.64,N,307.45,4
-2.47185,-47.77306,323.71,0.43,0.46,2025-09-06,414,N,VIIRS,60,2.0NRT,293.02,2.52,N,323.71,4
-2.4712,-47.77697,322.68,0.43,0.46,2025-09-06,414,N,VIIRS,60,2.0NRT,292.92,2.52,N,322.68,4
-17.09568,-43.8051,300.32,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,289.03,0.76,N,300.32,4
-17.00822,-43.78334,304.7,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,283.81,0.43,N,304.7,4
-16.92366,-45.75197,313.3,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,289.63,2.56,N,313.3,4
-16.92308,-45.75558,350.36,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,302.79,23.75,N,350.36,4
-16.92251,-45.7592,301.87,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,290.41,23.75,N,301.87,4
-16.9209,-45.74779,299.58,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,288.56,2.55,N,299.58,4
-16.92033,-45.7514,337.87,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,292.84,2.55,N,337.87,4
-16.91975,-45.75501,336.94,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,293.81,4.92,N,336.94,4
-16.91758,-45.74722,328.9,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,291.86,2.55,N,328.9,4
-16.91425,-45.74664,304.82,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,289.91,0.85,N,304.82,4
-16.90426,-45.74492,306.96,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,291.28,1.18,N,306.96,4
-16.90093,-45.74435,309.36,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,291.59,1.23,N,309.36,4
-16.73704,-43.02076,313.71,0.43,0.38,2025-09-06,417,N,VIIRS,60,2.0NRT,285.19,1.03,N,313.71,4
-16.68667,-44.59064,306.21,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,289.3,0.77,N,306.21,4
-16.67987,-43.88421,311.66,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,291.34,1.56,N,311.66,4
-16.5497,-42.34987,309.44,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.02,2.06,N,309.44,4
-16.54669,-42.34526,321.57,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.55,2.34,N,321.57,4
-16.5461,-42.3494,326.1,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.83,2.06,N,326.1,4
-16.42196,-47.82328,300.58,0.43,0.38,2025-09-06,417,N,VIIRS,60,2.0NRT,288.73,1.61,N,300.58,4
-16.41846,-47.82267,320.98,0.43,0.38,2025-09-06,417,N,VIIRS,60,2.0NRT,288.14,1.61,N,320.98,4
-16.40923,-45.6503,302.1,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,289.62,0.79,N,302.1,4
-16.31117,-45.69252,306.69,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,289.83,1.15,N,306.69,4
-16.3106,-45.69613,308.73,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,289.89,1.33,N,308.73,4
-16.30784,-45.69195,325.02,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,295.74,2.54,N,325.02,4
-16.30451,-45.69138,331.67,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,297.31,2.54,N,331.67,4
-16.30118,-45.69081,334.38,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,301.67,2.86,N,334.38,4
-16.29785,-45.69024,314.35,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,293.02,2.86,N,314.35,4
-16.29509,-45.68606,328.87,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,295.35,2.45,N,328.87,4
-16.29452,-45.68967,306.89,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,290.1,2.45,N,306.89,4
-16.29176,-45.6855,337.29,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,294.36,2.45,N,337.29,4
-16.29119,-45.6891,304.15,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,286.92,2.45,N,304.15,4
-16.28168,-43.37869,306.72,0.41,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,290.0,0.77,N,306.72,4
-16.09835,-45.17309,300.2,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,289.32,0.62,N,300.2,4
-15.98386,-42.38696,315.72,0.44,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,286.34,1.92,N,315.72,4
-15.9803,-42.38634,318.55,0.44,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,287.76,1.92,N,318.55,4
-15.85743,-52.31028,310.93,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,287.89,1.39,N,310.93,4
-15.85684,-52.2887,328.92,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,289.9,2.05,N,328.92,4
-15.85291,-52.30917,309.06,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,287.49,1.39,N,309.06,4
-15.85238,-52.28733,328.41,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,294.36,7.27,N,328.41,4
-15.84877,-52.28155,304.98,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,290.6,4.42,N,304.98,4
-15.84788,-52.28621,342.76,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,294.77,7.27,N,342.76,4
-15.84573,-52.29741,306.55,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,292.97,3.15,N,306.55,4
-15.84429,-52.28032,312.02,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,292.79,3.23,N,312.02,4
-15.84329,-52.28553,339.06,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,294.32,3.94,N,339.06,4
-15.84221,-52.29112,310.21,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,290.69,3.94,N,310.21,4
-15.71293,-46.24775,305.46,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,288.21,0.72,N,305.46,4
-15.67,-45.88857,321.39,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,290.02,1.29,N,321.39,4
-15.64371,-41.85482,301.19,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,285.92,0.85,N,301.19,4
-15.63945,-41.8586,308.67,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,286.65,1.11,N,308.67,4
-15.63581,-41.85804,304.77,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,286.06,0.87,N,304.77,4
-15.63216,-41.85746,304.25,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,286.23,0.87,N,304.25,4
-15.60831,-48.24568,301.16,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,288.67,1.28,N,301.16,4
-15.57056,-47.85637,302.73,0.44,0.38,2025-09-06,417,N,VIIRS,60,2.0NRT,291.25,1.36,N,302.73,4
-15.54844,-49.81549,301.73,0.54,0.42,2025-09-06,417,N,VIIRS,60,2.0NRT,287.32,1.8,N,301.73,4
-15.54754,-49.82053,345.23,0.55,0.42,2025-09-06,417,N,VIIRS,60,2.0NRT,293.36,14.24,N,345.23,4
-15.54532,-48.39406,310.21,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.48,2.04,N,310.21,4
-15.54498,-48.39622,321.46,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.68,2.74,N,321.46,4
-15.54456,-48.3984,313.85,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.42,2.62,N,313.85,4
-15.54363,-49.8198,331.22,0.55,0.42,2025-09-06,417,N,VIIRS,60,2.0NRT,288.81,3.98,N,331.22,4
-15.54128,-48.41804,303.81,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.84,0.97,N,303.81,4
-15.54017,-48.40215,314.44,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.08,1.22,N,314.44,4
-15.53987,-48.40435,315.03,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.98,3.19,N,315.03,4
-15.36747,-46.41515,304.9,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,290.71,0.97,N,304.9,1
-15.36686,-46.41888,308.25,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,289.66,0.98,N,308.25,4
-15.3647,-46.41092,304.21,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,291.66,1.77,N,304.21,1
-15.36409,-46.41463,330.21,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,292.26,1.77,N,330.21,1
-15.36348,-46.41834,310.05,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,290.02,1.03,N,310.05,4
-15.36131,-46.41039,318.1,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,292.02,1.77,N,318.1,4
-15.35854,-46.40612,317.0,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,292.36,1.07,N,317.0,4
-15.35577,-46.40189,300.36,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,290.33,1.07,N,300.36,4
-15.29407,-46.98608,304.65,0.41,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,291.5,1.18,N,304.65,4
-15.22281,-52.35501,323.46,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,288.83,6.31,N,323.46,4
-15.21819,-52.35406,316.41,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,287.2,2.21,N,316.41,4
-15.20995,-52.37221,317.82,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,287.34,3.46,N,317.82,4
-15.19026,-48.04665,311.33,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.29,0.99,N,311.33,4
-15.18741,-48.04176,303.55,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.08,0.99,N,303.55,4
-15.18684,-44.0095,302.16,0.39,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,288.32,0.56,N,302.16,4
-15.18669,-48.04596,305.02,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.88,0.99,N,305.02,4
-15.18612,-47.98536,304.89,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.19,1.26,N,304.89,4
-15.18539,-47.98961,306.32,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.68,1.19,N,306.32,4
-15.18455,-48.03698,306.37,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.65,1.05,N,306.37,4
-15.18255,-47.98477,316.07,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.45,1.26,N,316.07,1
-15.18181,-47.98904,314.11,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.78,1.19,N,314.11,4
-15.18064,-47.98601,308.75,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.9,0.78,N,308.75,1
-15.18035,-52.37638,329.78,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,293.13,6.77,N,329.78,4
-15.17992,-47.99026,301.18,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,288.52,0.61,N,301.18,4
-15.17637,-52.39711,311.01,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,293.19,2.21,N,311.01,4
-15.17546,-52.40184,317.28,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,292.87,2.21,N,317.28,4
-15.17454,-52.40659,312.02,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,292.87,2.87,N,312.02,4
-15.16699,-42.59501,306.62,0.43,0.38,2025-09-06,417,N,VIIRS,60,2.0NRT,284.85,0.66,N,306.62,1
-15.16677,-42.59636,306.53,0.43,0.38,2025-09-06,417,N,VIIRS,60,2.0NRT,285.14,0.9,N,306.53,4
-15.07927,-48.94652,312.53,0.5,0.41,2025-09-06,417,N,VIIRS,60,2.0NRT,294.69,2.09,N,312.53,4
-15.07687,-48.11862,331.2,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.47,2.65,N,331.2,4
-15.07401,-48.1137,311.63,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.52,2.16,N,311.63,4
-15.07328,-48.11795,307.63,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.3,2.65,N,307.63,4
-15.07043,-48.11303,307.99,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.8,1.49,N,307.99,4
-15.06902,-50.06718,305.96,0.57,0.43,2025-09-06,417,N,VIIRS,60,2.0NRT,294.38,3.2,N,305.96,4
-14.96111,-47.59295,313.3,0.43,0.38,2025-09-06,417,N,VIIRS,60,2.0NRT,288.14,1.8,N,313.3,4
-14.90255,-49.4502,319.53,0.53,0.42,2025-09-06,417,N,VIIRS,60,2.0NRT,292.29,4.47,N,319.53,4
-14.89869,-49.44946,337.9,0.53,0.42,2025-09-06,417,N,VIIRS,60,2.0NRT,297.19,5.58,N,337.9,4
-14.89782,-49.45439,336.49,0.53,0.42,2025-09-06,417,N,VIIRS,60,2.0NRT,295.27,5.58,N,336.49,4
-14.89396,-49.45364,309.12,0.53,0.42,2025-09-06,417,N,VIIRS,60,2.0NRT,290.08,5.58,N,309.12,4
-14.84458,-48.18674,305.38,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.63,0.44,N,305.38,4
-14.84382,-48.19112,306.21,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.08,1.51,N,306.21,4
-14.83735,-48.18546,304.55,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.71,1.06,N,304.55,4
-14.83509,-48.19849,316.56,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.89,1.8,N,316.56,4
-14.83298,-48.18922,321.73,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.66,2.39,N,321.73,4
-14.83222,-48.19357,326.31,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.09,2.39,N,326.31,4
-14.83145,-48.19798,305.82,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,290.92,1.16,N,305.82,4
-14.83009,-48.18438,322.74,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.42,2.77,N,322.74,4
-14.82934,-48.18872,312.86,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.41,2.39,N,312.86,4
-14.80679,-48.12108,299.97,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,288.31,0.3,N,299.97,4
-14.80393,-48.11602,312.34,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,288.88,1.57,N,312.34,4
-14.80319,-48.12038,307.2,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,288.51,1.57,N,307.2,4
-14.8011,-48.11084,325.74,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.04,2.74,N,325.74,4
-14.79678,-48.11438,310.91,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.16,1.95,N,310.91,4
-14.78017,-45.31778,296.56,0.38,0.36,2025-09-06,417,N,VIIRS,60,2.0NRT,286.27,0.2,N,296.56,4
-14.61915,-48.98706,304.72,0.51,0.41,2025-09-06,417,N,VIIRS,60,2.0NRT,293.47,1.57,N,304.72,4
-14.59166,-48.00249,305.78,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.88,1.42,N,305.78,4
-14.59154,-48.09039,304.9,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.74,2.52,N,304.9,4
-14.59085,-48.09443,336.14,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.87,2.52,N,336.14,4
-14.58868,-48.08534,321.94,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.41,1.79,N,321.94,4
-14.58806,-48.0019,319.83,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.45,1.42,N,319.83,4
-14.58799,-48.08942,322.91,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.75,2.52,N,322.91,4
-14.58509,-48.0846,317.08,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.04,1.37,N,317.08,4
-14.58444,-48.00143,325.05,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.7,3.02,N,325.05,4
-14.583,-48.00986,305.44,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.05,2.11,N,305.44,4
-14.58224,-48.03603,308.65,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.08,1.03,N,308.65,4
-14.58148,-48.08395,310.66,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.42,1.37,N,310.66,4
-14.58081,-48.00099,330.26,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,294.83,3.02,N,330.26,4
-14.58008,-48.00525,326.19,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,294.93,3.02,N,326.19,4
-14.57936,-48.00946,324.14,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,294.29,2.11,N,324.14,4
-14.57864,-48.03539,302.84,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.3,0.88,N,302.84,4
-14.57855,-48.07937,324.22,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.15,1.7,N,324.22,4
-14.57809,-49.13088,309.44,0.52,0.41,2025-09-06,417,N,VIIRS,60,2.0NRT,292.05,1.15,N,309.44,4
-14.57647,-48.00474,321.51,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.61,2.2,N,321.51,4
-14.57574,-48.00895,312.52,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.25,1.54,N,312.52,4
-14.57561,-48.09657,308.81,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.62,1.22,N,308.81,4
-14.57515,-49.12526,304.37,0.52,0.41,2025-09-06,417,N,VIIRS,60,2.0NRT,291.91,1.95,N,304.37,4
-14.57504,-48.03474,314.81,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.85,0.88,N,314.81,4
-14.57502,-48.01315,311.25,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.56,1.54,N,311.25,4
-14.57491,-48.07893,303.79,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.56,1.7,N,303.79,4
-14.57359,-48.02151,307.12,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.22,1.52,N,307.12,4
-14.5729,-48.02557,321.78,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.79,2.13,N,321.78,4
-14.57286,-48.00418,325.96,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.82,2.2,N,325.96,4
-14.57274,-48.09159,304.56,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.6,1.15,N,304.56,4
-14.57219,-48.02971,305.71,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.02,2.13,N,305.71,4
-14.57213,-48.00841,318.89,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.8,1.54,N,318.89,4
-14.57143,-48.03414,312.76,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.41,0.94,N,312.76,4
-14.57141,-48.01264,308.13,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.77,1.54,N,308.13,4
-14.57055,-49.12901,309.63,0.52,0.41,2025-09-06,417,N,VIIRS,60,2.0NRT,294.34,1.95,N,309.63,4
-14.56996,-48.02106,312.48,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.72,1.52,N,312.48,4
-14.56926,-48.02514,318.14,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.75,2.13,N,318.14,4
-14.5691,-48.09115,303.5,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.98,0.78,N,303.5,4
-14.56855,-48.02927,331.89,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,294.24,2.13,N,331.89,4
-14.56779,-48.01214,344.48,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.57,5.61,N,344.48,4
-14.56707,-48.01635,314.66,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.34,3.86,N,314.66,4
-14.56546,-48.09069,305.46,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.9,0.78,N,305.46,4
-14.56416,-48.01165,322.51,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.36,5.61,N,322.51,4
-14.55983,-48.01526,306.59,0.45,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.24,0.75,N,306.59,4
-14.5428,-53.13461,308.02,0.61,0.53,2025-09-06,417,N,VIIRS,60,2.0NRT,292.46,3.16,N,308.02,4
-14.53788,-53.13363,306.51,0.61,0.53,2025-09-06,417,N,VIIRS,60,2.0NRT,292.41,1.84,N,306.51,4
-14.45409,-47.27928,302.88,0.43,0.38,2025-09-06,417,N,VIIRS,60,2.0NRT,290.39,0.52,N,302.88,4
-14.45235,-46.43235,301.41,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,290.71,0.47,N,301.41,4
-14.43164,-48.43836,308.4,0.48,0.4,2025-09-06,417,N,VIIRS,60,2.0NRT,292.17,1.34,N,308.4,4
-14.37284,-51.91646,307.57,0.51,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,289.66,2.27,N,307.57,4
-14.26494,-52.1897,307.39,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,293.25,2.26,N,307.39,4
-14.26029,-52.18877,309.11,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,294.09,2.26,N,309.11,4
-14.25658,-52.18293,304.07,0.53,0.5,2025-09-06,417,N,VIIRS,60,2.0NRT,292.27,2.05,N,304.07,4
-14.19117,-53.06398,335.31,0.61,0.53,2025-09-06,417,N,VIIRS,60,2.0NRT,290.22,5.21,N,335.31,4
-14.19006,-53.06972,317.41,0.61,0.53,2025-09-06,417,N,VIIRS,60,2.0NRT,291.99,5.21,N,317.41,4
-14.18623,-53.06305,338.7,0.61,0.53,2025-09-06,417,N,VIIRS,60,2.0NRT,293.07,12.99,N,338.7,4
-14.18512,-53.06876,341.64,0.61,0.53,2025-09-06,417,N,VIIRS,60,2.0NRT,292.51,12.99,N,341.64,4
-14.18401,-53.07449,308.7,0.61,0.53,2025-09-06,417,N,VIIRS,60,2.0NRT,290.88,6.73,N,308.7,4
-14.1813,-53.0621,338.23,0.61,0.53,2025-09-06,417,N,VIIRS,60,2.0NRT,294.33,12.99,N,338.23,4
-14.18019,-53.0678,367.0,0.61,0.53,2025-09-06,417,N,VIIRS,80,2.0NRT,296.32,12.99,N,367.0,4
-14.15808,-41.67487,301.43,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.99,0.6,N,301.43,4
-14.12573,-51.70386,304.0,0.5,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,292.47,1.22,N,304.0,4
-14.12071,-41.67765,302.25,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.21,0.53,N,302.25,4
-14.12034,-51.70762,303.74,0.5,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,290.27,0.94,N,303.74,4
-14.11954,-41.67944,301.38,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,289.97,0.58,N,301.38,4
-14.11947,-51.71226,300.47,0.5,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,289.65,0.94,N,300.47,4
-14.11409,-51.71599,304.45,0.5,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,290.03,1.17,N,304.45,4
-14.11321,-51.72063,306.52,0.5,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,289.71,1.17,N,306.52,4
-14.1087,-51.71975,311.86,0.5,0.49,2025-09-06,417,N,VIIRS,60,2.0NRT,289.67,1.66,N,311.86,4
-13.93953,-53.99224,304.57,0.35,0.57,2025-09-06,417,N,VIIRS,60,2.0NRT,291.35,0.88,N,304.57,4
-13.93362,-53.99453,309.0,0.35,0.57,2025-09-06,417,N,VIIRS,60,2.0NRT,290.9,1.32,N,309.0,4
-13.92835,-53.9935,339.02,0.35,0.57,2025-09-06,417,N,VIIRS,60,2.0NRT,292.73,2.23,N,339.02,4
-13.9277,-53.99681,319.85,0.35,0.57,2025-09-06,417,N,VIIRS,60,2.0NRT,292.24,2.23,N,319.85,4
-13.92709,-53.99994,311.3,0.35,0.57,2025-09-06,417,N,VIIRS,60,2.0NRT,291.08,1.73,N,311.3,4
-13.92308,-53.99248,316.46,0.35,0.57,2025-09-06,417,N,VIIRS,60,2.0NRT,292.38,2.23,N,316.46,4
-13.90423,-48.02406,316.05,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.65,2.62,N,316.05,4
-13.90132,-48.01922,320.2,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,294.04,2.14,N,320.2,4
-13.9006,-48.02343,312.98,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,294.68,2.14,N,312.98,4
-13.89335,-48.02208,310.6,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,294.15,2.49,N,310.6,4
-13.88896,-48.02587,304.37,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,291.91,1.55,N,304.37,4
-13.88819,-48.03027,321.04,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,295.22,1.55,N,321.04,4
-13.88456,-48.02965,306.02,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,293.99,2.01,N,306.02,4
-13.87728,-48.02847,313.18,0.46,0.39,2025-09-06,417,N,VIIRS,60,2.0NRT,292.71,1.9,N,313.18,4
-13.85655,-46.25516,308.11,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,291.46,0.87,N,308.11,4
-13.85532,-46.26263,321.68,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,290.49,2.02,N,321.68,4
-13.8538,-46.29296,310.27,0.4,0.37,2025-09-06,417,N,VIIRS,60,2.0NRT,291.23,1.78,N,310.27,4
