latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,brightness,cluster_label
-12.63876,-56.98496,340.3,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,304.17,9.5,D,340.3,10
-12.6381,-56.97951,340.33,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,300.35,12.38,D,340.33,10
-12.63671,-56.98587,341.96,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,303.93,10.42,D,341.96,10
-12.63601,-56.98042,341.05,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,302.22,10.42,D,341.05,10
-12.63384,-56.98554,345.12,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,303.84,15.53,D,345.12,10
-12.63319,-56.98007,341.08,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,301.4,12.23,D,341.08,10
-12.6311,-56.98098,336.25,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,300.01,10.42,D,336.25,10
-12.62689,-56.98709,347.02,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,302.23,10.6,D,347.02,10
-12.62198,-56.98777,346.99,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,303.73,10.6,D,346.99,10
-12.62128,-56.98225,340.49,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,300.76,10.6,D,340.49,10
-12.61917,-57.00494,331.43,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,299.17,8.22,D,331.43,10
-12.61822,-44.61738,345.33,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.13,4.26,D,345.33,10
-12.61738,-44.61248,352.63,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.97,14.48,D,352.63,10
-12.61708,-56.98845,344.03,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,301.98,14.24,D,344.03,10
-12.61638,-56.98294,340.14,0.59,0.53,2025-09-06,1652,N,VIIRS,60,2.0NRT,300.44,14.24,D,340.14,10
-12.61351,-44.61318,347.81,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.08,25.91,D,347.81,10
-12.61047,-44.61874,353.14,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.22,18.55,D,353.14,10
-12.60964,-44.61386,354.22,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.13,25.91,D,354.22,10
-12.60881,-44.60896,343.48,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.37,25.91,D,343.48,10
-12.6066,-44.61942,351.45,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.39,10.57,D,351.45,10
-12.60577,-44.61453,345.29,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.7,136.61,D,345.29,10
-12.60493,-44.60964,367.0,0.53,0.42,2025-09-06,1652,N,VIIRS,80,2.0NRT,336.67,136.61,D,367.0,10
-12.60273,-44.62009,349.47,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.91,10.57,D,349.47,10
-12.6019,-44.61521,348.03,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,320.04,136.61,D,348.03,10
-12.59886,-44.62078,349.46,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,317.13,148.75,D,349.46,10
-12.59803,-44.61589,367.0,0.53,0.42,2025-09-06,1652,N,VIIRS,80,2.0NRT,357.87,254.15,D,367.0,10
-12.59719,-44.611,345.74,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.3,254.15,D,345.74,10
-12.59415,-44.61656,367.0,0.53,0.42,2025-09-06,1652,N,VIIRS,80,2.0NRT,345.49,254.15,D,367.0,10
-12.58859,-44.60741,342.47,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,291.46,5.05,D,342.47,10
-12.58387,-44.60313,336.14,0.54,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,291.98,5.05,D,336.14,10
-12.54412,-48.07352,350.24,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.35,8.46,D,350.24,10
-12.54146,-49.11389,350.04,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.47,12.02,D,350.04,10
-12.54092,-49.11036,348.93,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,308.86,12.85,D,348.93,10
-12.54076,-48.07408,355.51,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,319.54,8.46,D,355.51,10
-12.53984,-49.10328,355.16,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.7,10.53,D,355.16,10
-12.53974,-49.12503,345.46,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,307.27,4.98,D,345.46,10
-12.5392,-49.12149,353.65,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.78,4.98,D,353.65,10
-12.53866,-49.11795,356.49,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.19,12.02,D,356.49,10
-12.53651,-49.10381,349.58,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.74,10.53,D,349.58,10
-12.53168,-42.56894,343.27,0.47,0.48,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.08,6.24,D,343.27,10
-12.53123,-48.05709,355.43,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.98,10.62,D,355.43,10
-12.52788,-48.05766,347.05,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.05,4.92,D,347.05,10
-12.524,-53.84303,351.56,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,305.28,12.1,D,351.56,10
-12.52143,-53.85383,345.1,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,302.98,6.61,D,345.1,10
-12.52073,-53.84869,353.95,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,307.23,12.1,D,353.95,10
-12.51816,-53.85955,354.82,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,305.63,16.02,D,354.82,10
-12.51746,-53.85438,341.64,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,305.51,16.02,D,341.64,10
-12.51489,-53.86528,332.97,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,300.07,6.45,D,332.97,10
-12.50334,-48.79734,351.38,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.57,16.86,D,351.38,10
-12.50279,-48.7938,353.15,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.36,16.86,D,353.15,10
-12.50225,-48.79026,367.0,0.38,0.36,2025-09-06,1652,N,VIIRS,80,2.0NRT,314.45,14.09,D,367.0,10
-12.50055,-48.80141,335.51,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,302.53,24.46,D,335.51,10
-12.50001,-48.79787,349.3,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,300.09,5.65,D,349.3,10
-12.49946,-48.79433,341.04,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,308.48,5.65,D,341.04,10
-12.49892,-48.79079,345.43,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.8,12.05,D,345.43,10
-12.49838,-48.78725,367.0,0.38,0.36,2025-09-06,1652,N,VIIRS,80,2.0NRT,318.66,12.05,D,367.0,10
-12.49722,-48.80194,349.82,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,319.87,24.46,D,349.82,10
-12.49668,-48.7984,348.76,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,299.66,5.65,D,348.76,10
-12.49613,-48.79486,352.02,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.41,5.65,D,352.02,10
-12.49559,-48.79131,355.87,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,317.41,12.05,D,355.87,10
-12.49505,-48.78777,351.93,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.48,12.05,D,351.93,10
-12.49335,-48.79893,367.0,0.38,0.36,2025-09-06,1652,N,VIIRS,80,2.0NRT,341.23,103.54,D,367.0,10
-12.49281,-48.79538,367.0,0.38,0.36,2025-09-06,1652,N,VIIRS,80,2.0NRT,329.75,103.54,D,367.0,10
-12.49111,-48.80654,338.59,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,298.56,56.52,D,338.59,10
-12.48893,-48.79237,335.93,0.38,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,305.42,61.22,D,335.93,10
-12.48835,-44.7234,341.62,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.73,4.5,D,341.62,10
-12.48617,-44.73379,345.69,0.53,0.42,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.17,10.96,D,345.69,10
-12.48171,-53.85951,337.71,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.91,14.36,D,337.71,10
-12.48102,-53.85434,351.05,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,305.27,10.0,D,351.05,10
-12.48033,-53.84919,336.36,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,304.5,10.0,D,336.36,10
-12.47893,-53.8388,338.5,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,303.27,11.57,D,338.5,10
-12.47844,-53.8653,347.01,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,305.29,11.18,D,347.01,10
-12.47774,-53.8601,356.43,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.22,11.18,D,356.43,10
-12.47705,-53.85493,332.37,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,301.76,8.61,D,332.37,10
-12.47567,-53.84459,343.08,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,304.37,6.87,D,343.08,10
-12.47383,-48.09652,347.49,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.55,5.7,D,347.49,10
-12.47264,-47.72734,355.0,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.75,6.12,D,355.0,10
-12.47206,-47.72367,355.23,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,317.46,6.12,D,355.23,10
-12.46961,-48.03737,350.02,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.13,11.09,D,350.02,10
-12.46694,-47.7132,338.53,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.04,5.91,D,338.53,10
-12.46636,-47.70953,344.55,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.62,5.91,D,344.55,10
-12.46543,-48.04237,343.97,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.79,4.8,D,343.97,10
-12.46263,-48.04652,354.3,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.24,9.42,D,354.3,10
-12.46152,-48.06153,347.12,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.67,3.58,D,347.12,10
-12.46096,-48.05792,367.0,0.39,0.36,2025-09-06,1652,N,VIIRS,80,2.0NRT,314.64,6.07,D,367.0,10
-12.4604,-48.0543,349.16,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.41,6.07,D,349.16,10
-12.45985,-48.07295,356.82,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.23,19.37,D,356.82,10
-12.45706,-48.07714,346.7,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.08,4.17,D,346.7,10
-12.44733,-47.74277,353.75,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,318.13,25.22,D,353.75,10
-12.44675,-47.7391,350.84,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.13,12.28,D,350.84,10
-12.44395,-47.74332,349.22,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.3,10.81,D,349.22,10
-12.41349,-42.13084,353.79,0.51,0.49,2025-09-06,1652,N,VIIRS,60,2.0NRT,303.32,9.79,D,353.79,10
-12.39919,-40.63502,346.55,0.32,0.55,2025-09-06,1652,N,VIIRS,60,2.0NRT,301.34,4.22,D,346.55,10
-12.30013,-47.23324,353.42,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,317.03,7.55,D,353.42,10
-12.2973,-47.2376,351.57,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.46,12.28,D,351.57,10
-12.2967,-47.23382,347.1,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,317.07,12.28,D,347.1,10
-12.29447,-47.24194,348.64,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.13,3.79,D,348.64,10
-12.29387,-47.23817,350.32,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,317.2,12.28,D,350.32,10
-12.29327,-47.23438,353.67,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,323.38,12.28,D,353.67,10
-12.29104,-47.24251,351.62,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.62,12.36,D,351.62,10
-12.29044,-47.23873,367.0,0.41,0.37,2025-09-06,1652,N,VIIRS,80,2.0NRT,317.95,38.01,D,367.0,10
-12.28701,-47.23929,346.95,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.04,38.01,D,346.95,10
-12.27382,-50.1891,341.52,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,305.09,4.48,D,341.52,10
-12.27046,-50.18962,338.41,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,303.5,3.68,D,338.41,10
-12.26246,-50.13546,346.66,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.43,5.27,D,346.66,10
-12.26214,-50.17981,356.59,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,319.36,20.44,D,356.59,10
-12.2594,-59.34923,330.55,0.42,0.61,2025-09-06,1652,N,VIIRS,60,2.0NRT,298.88,3.77,D,330.55,10
-12.25541,-50.18084,349.58,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.7,21.96,D,349.58,10
-12.25488,-50.17723,343.92,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.18,12.23,D,343.92,10
-12.25205,-50.18135,355.98,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,305.69,21.96,D,355.98,10
-12.21986,-43.86834,334.15,0.4,0.44,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.36,2.09,D,334.15,10
-12.19708,-53.90058,346.59,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.56,125.78,D,346.59,10
-12.19311,-53.90108,367.0,0.56,0.43,2025-09-06,1652,N,VIIRS,80,2.0NRT,313.88,53.79,D,367.0,10
-12.19241,-53.89597,337.64,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.2,11.41,D,337.64,10
-12.18983,-53.90671,334.31,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,301.97,53.79,D,334.31,10
-12.18913,-53.90158,350.5,0.56,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.54,53.79,D,350.5,10
-12.14946,-50.64836,347.44,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.14,7.53,D,347.44,10
-12.14336,-50.63045,341.71,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.56,2.52,D,341.71,10
-12.12344,-44.97232,342.29,0.52,0.41,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.92,5.98,D,342.29,10
-12.09543,-50.05109,341.71,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.55,6.81,D,341.71,10
-12.07708,-46.64947,347.78,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.85,3.56,D,347.78,10
-12.06793,-43.47518,344.56,0.42,0.45,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.16,8.83,D,344.56,10
-12.00722,-56.5406,356.45,0.54,0.51,2025-09-06,1652,N,VIIRS,60,2.0NRT,303.64,6.98,D,356.45,10
-12.00249,-56.54111,336.98,0.54,0.51,2025-09-06,1652,N,VIIRS,60,2.0NRT,302.47,6.98,D,336.98,10
-11.98761,-51.36996,348.57,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.84,8.1,D,348.57,6
-11.93939,-46.64764,342.16,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.52,3.87,D,342.16,6
-11.93847,-46.66413,352.87,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.74,8.04,D,352.87,6
-11.93652,-46.65219,348.57,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.34,4.83,D,348.57,6
-11.93587,-46.64822,344.11,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.57,4.83,D,344.11,6
-11.933,-46.6528,342.35,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.05,4.83,D,342.35,6
-11.93045,-55.5714,348.18,0.47,0.48,2025-09-06,1652,N,VIIRS,60,2.0NRT,308.97,7.05,D,348.18,6
-11.9296,-55.57236,347.22,0.47,0.48,2025-09-06,1652,N,VIIRS,60,2.0NRT,308.43,6.62,D,347.22,6
-11.92904,-55.56802,340.94,0.47,0.48,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.21,6.45,D,340.94,6
-11.92604,-55.57197,350.91,0.47,0.48,2025-09-06,1652,N,VIIRS,60,2.0NRT,307.77,16.49,D,350.91,6
-11.92518,-55.57295,367.0,0.47,0.48,2025-09-06,1652,N,VIIRS,80,2.0NRT,305.82,10.7,D,367.0,6
-11.92113,-48.57248,347.57,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.47,12.64,D,347.57,6
-11.92058,-48.56892,367.0,0.39,0.36,2025-09-06,1652,N,VIIRS,80,2.0NRT,320.74,12.64,D,367.0,6
-11.92003,-48.56536,345.45,0.39,0.36,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.78,5.0,D,345.45,6
-11.91318,-55.2725,344.91,0.45,0.47,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.3,17.28,D,344.91,10
-11.90268,-46.64199,338.43,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,307.57,4.18,D,338.43,6
-11.89996,-46.75975,345.8,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.97,3.44,D,345.8,10
-11.87973,-50.70901,345.29,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,308.38,4.07,D,345.29,6
-11.87809,-50.69798,350.71,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.79,14.63,D,350.71,6
-11.87755,-50.69429,355.32,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.56,14.63,D,355.32,6
-11.87651,-51.49619,339.92,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,307.97,7.52,D,339.92,6
-11.87594,-51.49232,344.12,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.66,6.83,D,344.12,6
-11.87108,-43.2807,349.54,0.44,0.46,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.19,6.73,D,349.54,6
-11.86724,-50.71844,347.99,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.2,17.66,D,347.99,6
-11.86669,-50.71475,353.5,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.4,22.08,D,353.5,6
-11.86234,-47.55528,356.06,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.08,9.92,D,356.06,6
-11.85953,-47.55956,352.99,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.22,12.04,D,352.99,6
-11.85718,-50.69738,353.57,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.62,23.19,D,353.57,10
-11.85612,-47.56012,367.0,0.41,0.37,2025-09-06,1652,N,VIIRS,80,2.0NRT,314.43,12.04,D,367.0,6
-11.85552,-47.55639,340.18,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.6,7.58,D,340.18,10
-11.85542,-50.70893,348.32,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.4,18.74,D,348.32,6
-11.85487,-50.70525,367.0,0.4,0.37,2025-09-06,1652,N,VIIRS,80,2.0NRT,320.79,18.74,D,367.0,6
-11.85433,-50.70157,367.0,0.4,0.37,2025-09-06,1652,N,VIIRS,80,2.0NRT,319.18,17.71,D,367.0,6
-11.85379,-50.69789,343.9,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.67,17.71,D,343.9,6
-11.85148,-50.70577,356.05,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.42,18.74,D,356.05,6
-11.84845,-47.5542,347.8,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.1,6.05,D,347.8,10
-11.84812,-47.55385,345.72,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.88,6.62,D,345.72,10
-11.84795,-47.57331,337.09,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.46,5.02,D,337.09,10
-11.84737,-47.5696,352.97,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.69,5.02,D,352.97,10
-11.84338,-47.56644,355.36,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.38,17.88,D,355.36,6
-11.8428,-47.56273,341.37,0.41,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.82,17.88,D,341.37,6
-11.83939,-47.56329,367.0,0.41,0.37,2025-09-06,1652,N,VIIRS,80,2.0NRT,314.7,17.88,D,367.0,6
-11.82789,-51.57922,346.91,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.46,10.04,D,346.91,6
-11.82649,-51.42076,350.76,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,317.9,57.24,D,350.76,6
-11.82464,-46.76448,351.71,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.97,9.66,D,351.71,6
-11.8201,-51.42566,354.22,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,319.68,50.41,D,354.22,6
-11.81663,-51.42619,346.72,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.34,44.41,D,346.72,6
-11.81316,-51.42673,367.0,0.42,0.38,2025-09-06,1652,N,VIIRS,80,2.0NRT,342.08,44.41,D,367.0,6
-11.80968,-51.42726,367.0,0.42,0.38,2025-09-06,1652,N,VIIRS,80,2.0NRT,345.3,213.1,D,367.0,6
-11.80913,-51.42339,342.93,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,302.95,42.25,D,342.93,6
-11.79391,-51.52077,344.83,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.44,7.16,D,344.83,6
-11.79,-44.28354,348.49,0.57,0.43,2025-09-06,1652,N,VIIRS,60,2.0NRT,317.79,12.95,D,348.49,6
-11.78609,-50.68562,345.41,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.21,8.19,D,345.41,10
-11.78608,-51.41899,347.46,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.96,5.56,D,347.46,6
-11.78552,-51.41513,352.64,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.13,5.56,D,352.64,6
-11.78315,-51.41536,349.89,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.5,3.86,D,349.89,6
-11.7657,-41.74137,340.96,0.55,0.51,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.19,2.46,D,340.96,6
-11.76424,-47.7761,343.32,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.12,3.93,D,343.32,6
-11.76091,-47.79926,355.95,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.53,11.0,D,355.95,6
-11.76079,-47.75408,347.65,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,308.48,11.63,D,347.65,6
-11.76034,-47.79559,350.52,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.08,11.0,D,350.52,10
-11.76022,-47.7504,355.84,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,315.05,11.63,D,355.84,10
-11.75976,-47.79191,340.21,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,308.77,4.0,D,340.21,10
-11.75753,-47.79982,353.9,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.57,12.77,D,353.9,10
-11.75695,-47.79614,356.1,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.91,12.77,D,356.1,6
-11.75637,-47.79247,355.19,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.47,8.09,D,355.19,10
-11.75573,-47.76619,353.66,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,314.98,12.81,D,353.66,10
-11.75567,-47.74359,346.05,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.69,11.36,D,346.05,10
-11.75414,-47.80038,349.36,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,310.68,12.77,D,349.36,10
-11.75356,-47.7967,345.52,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,307.3,12.77,D,345.52,10
-11.75299,-47.79303,336.38,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.09,8.09,D,336.38,10
-11.75241,-47.78936,337.16,0.4,0.37,2025-09-06,1652,N,VIIRS,60,2.0NRT,307.13,8.09,D,337.16,10
-11.73748,-46.69353,353.76,0.43,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,307.78,11.76,D,353.76,6
-11.69491,-41.67118,344.23,0.56,0.52,2025-09-06,1652,N,VIIRS,60,2.0NRT,311.74,29.92,D,344.23,10
-11.69106,-41.67713,336.87,0.56,0.52,2025-09-06,1652,N,VIIRS,60,2.0NRT,306.52,20.86,D,336.87,10
-11.69014,-41.67196,345.39,0.56,0.52,2025-09-06,1652,N,VIIRS,60,2.0NRT,312.63,29.92,D,345.39,10
-11.66418,-54.53436,352.34,0.4,0.44,2025-09-06,1652,N,VIIRS,60,2.0NRT,307.48,6.44,D,352.34,10
-11.65864,-47.15044,351.64,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,316.56,11.78,D,351.64,10
-11.65457,-47.14717,350.84,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,317.75,5.66,D,350.84,10
-11.64481,-47.1528,339.76,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,309.13,8.08,D,339.76,6
-11.6442,-47.14894,339.58,0.42,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.65,6.03,D,339.58,6
-11.64414,-54.54065,367.0,0.4,0.44,2025-09-06,1652,N,VIIRS,80,2.0NRT,315.21,14.37,D,367.0,6
-11.64364,-54.53696,341.62,0.4,0.44,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.88,14.37,D,341.62,6
-11.64287,-46.64361,344.15,0.44,0.38,2025-09-06,1652,N,VIIRS,60,2.0NRT,313.73,4.83,D,344.15,6
